 
 --- mi-faser 1.58 (10/25/19) ---
    - [ DIAMOND v0.9.21 ] -
    - [ Database:database build:122 Sequences:2865 ] -
 
[1602770120.702055]      *** Running mifaser with up to 28 parallel thread(s)
[1602774514.175446]      *** Post-processing...
[1602769968.0810971]     *** Input: Uncompressed file ERR598981_cut20M.fastq
[1602769968.0811224]         Converting ERR598981_cut20M.fastq from fastq to fasta format...
[1602770040.4991229]         Getting input file statistics...
[1602770040.4992127]         Input file size: 3466MB
[1602770052.5089478]         Input file reads: 20000000
[1602774379.0508459]         [Thread #195]      Creating output directories...
[1602774379.0529747]         [Thread #195]      Translating reads...
[1602774399.0686908]         [Thread #195]      Running DIAMOND...
[1602774405.095808]          [Thread #195]      Converting DIAMOND...
[1602774405.214247]          [Thread #195]      Parsing DIAMOND...
[1602774405.4804015]         [Thread #195]      Annotating...
[1602774405.8630748]         [Thread #195]      Analyzing...
[1602774406.1504815]         [Thread #195]      Create read mapping...
[1602774421.6048884]         [Thread #195]    - [Thread #195] finished
[1602774401.3131685]         [Thread #196]    - [Thread #196] running on [1/28] CPUs
[1602774401.3132966]         [Thread #196]      Creating output directories...
[1602774401.314695]          [Thread #196]      Translating reads...
[1602774421.4861274]         [Thread #196]      Running DIAMOND...
[1602774427.412131]          [Thread #196]      Converting DIAMOND...
[1602774427.5483727]         [Thread #196]      Parsing DIAMOND...
[1602774427.8395278]         [Thread #196]      Annotating...
[1602774428.0649495]         [Thread #196]      Analyzing...
[1602774428.3247983]         [Thread #196]      Create read mapping...
[1602774443.6549838]         [Thread #196]    - [Thread #196] finished
[1602774423.8294246]         [Thread #197]    - [Thread #197] running on [1/28] CPUs
[1602774423.8295076]         [Thread #197]      Creating output directories...
[1602774423.8310745]         [Thread #197]      Translating reads...
[1602774443.5318995]         [Thread #197]      Running DIAMOND...
[1602774449.4799564]         [Thread #197]      Converting DIAMOND...
[1602774449.7801712]         [Thread #197]      Parsing DIAMOND...
[1602774449.9315293]         [Thread #197]      Annotating...
[1602774450.129246]          [Thread #197]      Analyzing...
[1602774450.4515116]         [Thread #197]      Create read mapping...
[1602774466.2716684]         [Thread #197]    - [Thread #197] finished
[1602774445.8955758]         [Thread #198]    - [Thread #198] running on [1/28] CPUs
[1602774445.8956566]         [Thread #198]      Creating output directories...
[1602774445.8971035]         [Thread #198]      Translating reads...
[1602774466.1302624]         [Thread #198]      Running DIAMOND...
[1602774472.101432]          [Thread #198]      Converting DIAMOND...
[1602774472.2188394]         [Thread #198]      Parsing DIAMOND...
[1602774472.3623312]         [Thread #198]      Annotating...
[1602774472.7239785]         [Thread #198]      Analyzing...
[1602774472.8575392]         [Thread #198]      Create read mapping...
[1602774489.0553818]         [Thread #198]    - [Thread #198] finished
[1602774468.5062168]         [Thread #199]    - [Thread #199] running on [1/28] CPUs
[1602774468.506347]          [Thread #199]      Creating output directories...
[1602774468.5077393]         [Thread #199]      Translating reads...
[1602774488.9859319]         [Thread #199]      Running DIAMOND...
[1602774494.9455602]         [Thread #199]      Converting DIAMOND...
[1602774495.1115472]         [Thread #199]      Parsing DIAMOND...
[1602774495.323188]          [Thread #199]      Annotating...
[1602774495.6178856]         [Thread #199]      Analyzing...
[1602774496.0975013]         [Thread #199]      Create read mapping...
[1602774507.774449]          [Thread #199]    - [Thread #199] finished
[1602774491.251963]          [Thread #200]    - [Thread #200] running on [1/28] CPUs
[1602774491.2520437]         [Thread #200]      Creating output directories...
[1602774491.253368]          [Thread #200]      Translating reads...
[1602774507.3938136]         [Thread #200]      Running DIAMOND...
[1602774513.4987566]         [Thread #200]      Converting DIAMOND...
[1602774513.562144]          [Thread #200]      Parsing DIAMOND...
[1602774513.6512747]         [Thread #200]      Annotating...
[1602774513.6685185]         [Thread #200]      Analyzing...
[1602774513.677513]          [Thread #200]      Create read mapping...
[1602774514.1646762]         [Thread #200]    - [Thread #200] finished
[1602774514.1762993]     WARNING: result folder /scratch/ah1114/LoL/TransferLearningTasks/EC1/mifaser_metagenomes/ERR598981_cut20M/splits/ERR598981_cut20M_1 not found
[1602774514.17641]       WARNING: result folder /scratch/ah1114/LoL/TransferLearningTasks/EC1/mifaser_metagenomes/ERR598981_cut20M/splits/ERR598981_cut20M_2 not found
[1602774514.1764941]     WARNING: result folder /scratch/ah1114/LoL/TransferLearningTasks/EC1/mifaser_metagenomes/ERR598981_cut20M/splits/ERR598981_cut20M_3 not found
[1602774514.1765716]     WARNING: result folder /scratch/ah1114/LoL/TransferLearningTasks/EC1/mifaser_metagenomes/ERR598981_cut20M/splits/ERR598981_cut20M_4 not found
[1602774516.9778872]     WARNING: found 196 result folders for 200 jobs
[1602774516.9832823]      *  Merging 196 splits...
[1602774676.2803748]     WARNING: Missing result files: analysis:0 eccount:0 multiec:0 (resultfolder count:196/200)
[1602774676.2804043]     *** ERROR. logs: /scratch/ah1114/LoL/TransferLearningTasks/EC1/mifaser_metagenomes/ERR598981_cut20M/mifaser.err
[1602774676.342318]      *** Results saved to: /scratch/ah1114/LoL/TransferLearningTasks/EC1/mifaser_metagenomes/ERR598981_cut20M
 
 --- exited with errors after 1:18:28.262303 --- 

